,Year,Jurisdiction,Health region,Specialty ,Specialty sort,"Physician-to–100,000 population ratio",Number of physicians,Population
90156,2020,N.S.,N.S.,Clinical specialists,8,94,919,"979,449"
90157,2020,N.S.,N.S.,_Anesthesiology,9,14,142,"979,449"
90158,2020,N.S.,N.S.,_Dermatology,10,2,19,"979,449"
90159,2020,N.S.,N.S.,_Diagnostic radiology,11,10,99,"979,449"
90160,2020,N.S.,N.S.,__Pediatric radiology,13,0,1,"979,449"
90161,2020,N.S.,N.S.,_Emergency medicine,14,3,29,"979,449"
90162,2020,N.S.,N.S.,_Internal medicine,15,9,90,"979,449"
90163,2020,N.S.,N.S.,__Cardiology,16,4,41,"979,449"
90164,2020,N.S.,N.S.,__Clinical immunology and allergy,17,0,3,"979,449"
90165,2020,N.S.,N.S.,__Critical care medicine,19,2,15,"979,449"
90166,2020,N.S.,N.S.,__Endocrinology and metabolism,20,1,8,"979,449"
90167,2020,N.S.,N.S.,__Gastroenterology,21,2,22,"979,449"
90168,2020,N.S.,N.S.,__Geriatric medicine,23,1,11,"979,449"
90169,2020,N.S.,N.S.,__Hematology,24,1,13,"979,449"
90170,2020,N.S.,N.S.,__Infectious diseases,25,1,5,"979,449"
90171,2020,N.S.,N.S.,__Medical oncology,26,2,17,"979,449"
90172,2020,N.S.,N.S.,__Nephrology,27,2,15,"979,449"
90173,2020,N.S.,N.S.,__Respirology,30,1,7,"979,449"
90174,2020,N.S.,N.S.,__Rheumatology,31,1,10,"979,449"
90175,2020,N.S.,N.S.,_Medical genetics and genomics,32,0,3,"979,449"
90176,2020,N.S.,N.S.,_Neurology,33,3,31,"979,449"
90177,2020,N.S.,N.S.,_Nuclear medicine,35,1,5,"979,449"
90178,2020,N.S.,N.S.,_Pediatrics,36,10,94,"979,449"
90179,2020,N.S.,N.S.,__Cardiology — Pediatrics,38,0,3,"979,449"
90180,2020,N.S.,N.S.,__Clinical immunology and allergy — Pediatrics,40,0,3,"979,449"
90181,2020,N.S.,N.S.,__Critical care medicine — Pediatrics,42,0,1,"979,449"
90182,2020,N.S.,N.S.,__Emergency medicine — Pediatrics,44,1,5,"979,449"
90183,2020,N.S.,N.S.,__Endocrinology and metabolism — Pediatrics,45,0,3,"979,449"
90184,2020,N.S.,N.S.,__Hematology/oncology — Pediatrics,47,0,4,"979,449"
90185,2020,N.S.,N.S.,__Infectious diseases — Pediatrics,48,1,6,"979,449"
90186,2020,N.S.,N.S.,__Neonatal–perinatal medicine,49,0,1,"979,449"
90187,2020,N.S.,N.S.,__Nephrology — Pediatrics,50,0,3,"979,449"
90188,2020,N.S.,N.S.,__Respirology — Pediatrics,51,0,1,"979,449"
90189,2020,N.S.,N.S.,__Rheumatology — Pediatrics,52,0,4,"979,449"
90190,2020,N.S.,N.S.,_Physical medicine and rehabilitation,53,1,14,"979,449"
90191,2020,N.S.,N.S.,_Psychiatry,54,17,166,"979,449"
90192,2020,N.S.,N.S.,_Public health and preventive medicine,57,1,7,"979,449"
90193,2020,N.S.,N.S.,_Radiation oncology,58,2,18,"979,449"
90194,2020,N.S.,N.S.,Laboratory specialists,59,7,65,"979,449"
90195,2020,N.S.,N.S.,_Anatomical pathology,60,4,39,"979,449"
90196,2020,N.S.,N.S.,_General pathology,61,1,9,"979,449"
90197,2020,N.S.,N.S.,__Forensic pathology,62,0,1,"979,449"
90198,2020,N.S.,N.S.,_Hematological pathology,63,1,8,"979,449"
90199,2020,N.S.,N.S.,_Medical biochemistry,64,0,3,"979,449"
90200,2020,N.S.,N.S.,_Medical microbiology,65,0,3,"979,449"
90201,2020,N.S.,N.S.,_Neuropathology,66,0,2,"979,449"
90202,2020,N.S.,N.S.,Surgical specialists,67,38,370,"979,449"
90203,2020,N.S.,N.S.,_Cardiac surgery,68,2,16,"979,449"
90204,2020,N.S.,N.S.,_General surgery,69,7,68,"979,449"
90205,2020,N.S.,N.S.,__General surgical oncology,71,0,2,"979,449"
90206,2020,N.S.,N.S.,__Pediatric surgery,72,0,3,"979,449"
90207,2020,N.S.,N.S.,_Neurosurgery,73,1,11,"979,449"
90208,2020,N.S.,N.S.,_Obstetrics and gynecology,74,8,76,"979,449"
90209,2020,N.S.,N.S.,__Gynecological oncology,75,0,3,"979,449"
90210,2020,N.S.,N.S.,_Ophthalmology,77,5,49,"979,449"
90211,2020,N.S.,N.S.,_Orthopedic surgery,78,6,56,"979,449"
90212,2020,N.S.,N.S.,_Otolaryngology — Head and neck surgery,79,3,32,"979,449"
90213,2020,N.S.,N.S.,_Plastic surgery,80,2,15,"979,449"
90214,2020,N.S.,N.S.,_Urology,81,3,27,"979,449"
90215,2020,N.S.,N.S.,_Vascular surgery,82,1,12,"979,449"
93509,2020,B.C.,Fraser East HSDA,All physicians,1,163,546,"335,127"
90217,2020,N.S.,Western Zone,All specialists,2,80,160,"199,297"
90218,2020,N.S.,Western Zone,Family medicine,3,126,251,"199,297"
90219,2020,N.S.,Western Zone,__General practice,4,31,62,"199,297"
90220,2020,N.S.,Western Zone,__Emergency family medicine,5,6,11,"199,297"
90221,2020,N.S.,Western Zone,__Family medicine,6,89,178,"199,297"
90222,2020,N.S.,Western Zone,Medical specialists,7,54,107,"199,297"
90223,2020,N.S.,Western Zone,Clinical specialists,8,51,102,"199,297"
90224,2020,N.S.,Western Zone,_Anesthesiology,9,9,18,"199,297"
90225,2020,N.S.,Western Zone,_Dermatology,10,1,1,"199,297"
90226,2020,N.S.,Western Zone,_Diagnostic radiology,11,12,23,"199,297"
90227,2020,N.S.,Western Zone,_Emergency medicine,14,1,2,"199,297"
90228,2020,N.S.,Western Zone,_Internal medicine,15,10,19,"199,297"
90229,2020,N.S.,Western Zone,__Cardiology,16,2,4,"199,297"
90230,2020,N.S.,Western Zone,__Critical care medicine,19,1,2,"199,297"
90231,2020,N.S.,Western Zone,__Gastroenterology,21,1,2,"199,297"
90232,2020,N.S.,Western Zone,__Infectious diseases,25,1,1,"199,297"
90233,2020,N.S.,Western Zone,__Medical oncology,26,1,1,"199,297"
90234,2020,N.S.,Western Zone,__Nephrology,27,1,1,"199,297"
90235,2020,N.S.,Western Zone,__Rheumatology,31,1,1,"199,297"
90236,2020,N.S.,Western Zone,_Pediatrics,36,4,7,"199,297"
90237,2020,N.S.,Western Zone,_Psychiatry,54,10,20,"199,297"
90238,2020,N.S.,Western Zone,Laboratory specialists,59,3,5,"199,297"
90239,2020,N.S.,Western Zone,_Anatomical pathology,60,2,4,"199,297"
90240,2020,N.S.,Western Zone,_General pathology,61,1,1,"199,297"
90241,2020,N.S.,Western Zone,Surgical specialists,67,27,53,"199,297"
90242,2020,N.S.,Western Zone,_General surgery,69,7,13,"199,297"
90243,2020,N.S.,Western Zone,_Obstetrics and gynecology,74,7,14,"199,297"
90244,2020,N.S.,Western Zone,_Ophthalmology,77,4,7,"199,297"
90245,2020,N.S.,Western Zone,_Orthopedic surgery,78,4,7,"199,297"
90246,2020,N.S.,Western Zone,_Otolaryngology — Head and neck surgery,79,2,3,"199,297"
90247,2020,N.S.,Western Zone,_Plastic surgery,80,1,2,"199,297"
90248,2020,N.S.,Western Zone,_Urology,81,3,5,"199,297"
90249,2020,N.S.,Western Zone,_Vascular surgery,82,1,2,"199,297"
93552,2020,B.C.,Fraser North HSDA,All physicians,1,185,"1,304","706,601"
90251,2020,N.S.,Northern Zone,All specialists,2,66,98,"148,882"
90252,2020,N.S.,Northern Zone,Family medicine,3,106,158,"148,882"
90253,2020,N.S.,Northern Zone,__General practice,4,31,46,"148,882"
90254,2020,N.S.,Northern Zone,__Emergency family medicine,5,5,7,"148,882"
90255,2020,N.S.,Northern Zone,__Family medicine,6,71,105,"148,882"
90256,2020,N.S.,Northern Zone,Medical specialists,7,42,63,"148,882"
90257,2020,N.S.,Northern Zone,Clinical specialists,8,40,59,"148,882"
90258,2020,N.S.,Northern Zone,_Anesthesiology,9,9,13,"148,882"
90259,2020,N.S.,Northern Zone,_Diagnostic radiology,11,5,8,"148,882"
90260,2020,N.S.,Northern Zone,_Emergency medicine,14,1,1,"148,882"
90261,2020,N.S.,Northern Zone,_Internal medicine,15,11,16,"148,882"
90262,2020,N.S.,Northern Zone,__Critical care medicine,19,1,1,"148,882"
90263,2020,N.S.,Northern Zone,__Gastroenterology,21,1,1,"148,882"
90264,2020,N.S.,Northern Zone,_Pediatrics,36,5,7,"148,882"
90265,2020,N.S.,Northern Zone,_Psychiatry,54,8,12,"148,882"
90266,2020,N.S.,Northern Zone,Laboratory specialists,59,3,4,"148,882"
90267,2020,N.S.,Northern Zone,_Anatomical pathology,60,1,2,"148,882"
90268,2020,N.S.,Northern Zone,_General pathology,61,1,2,"148,882"
90269,2020,N.S.,Northern Zone,Surgical specialists,67,24,35,"148,882"
90270,2020,N.S.,Northern Zone,_General surgery,69,8,12,"148,882"
90271,2020,N.S.,Northern Zone,_Obstetrics and gynecology,74,7,10,"148,882"
90272,2020,N.S.,Northern Zone,_Ophthalmology,77,1,2,"148,882"
90273,2020,N.S.,Northern Zone,_Orthopedic surgery,78,4,6,"148,882"
90274,2020,N.S.,Northern Zone,_Otolaryngology — Head and neck surgery,79,1,2,"148,882"
90275,2020,N.S.,Northern Zone,_Urology,81,2,3,"148,882"
93604,2020,B.C.,Fraser South HSDA,All physicians,1,157,"1,401","893,763"
90277,2020,N.S.,Eastern Zone,All specialists,2,93,151,"161,658"
90278,2020,N.S.,Eastern Zone,Family medicine,3,126,203,"161,658"
90279,2020,N.S.,Eastern Zone,__General practice,4,36,59,"161,658"
90280,2020,N.S.,Eastern Zone,__Emergency family medicine,5,7,12,"161,658"
90281,2020,N.S.,Eastern Zone,__Family medicine,6,82,132,"161,658"
90282,2020,N.S.,Eastern Zone,Medical specialists,7,58,93,"161,658"
90283,2020,N.S.,Eastern Zone,Clinical specialists,8,55,89,"161,658"
90284,2020,N.S.,Eastern Zone,_Anesthesiology,9,6,9,"161,658"
90285,2020,N.S.,Eastern Zone,_Dermatology,10,1,2,"161,658"
90286,2020,N.S.,Eastern Zone,_Diagnostic radiology,11,8,13,"161,658"
90287,2020,N.S.,Eastern Zone,_Emergency medicine,14,1,1,"161,658"
90288,2020,N.S.,Eastern Zone,_Internal medicine,15,7,12,"161,658"
90289,2020,N.S.,Eastern Zone,__Cardiology,16,2,4,"161,658"
90290,2020,N.S.,Eastern Zone,__Critical care medicine,19,1,2,"161,658"
90291,2020,N.S.,Eastern Zone,__Endocrinology and metabolism,20,1,1,"161,658"
90292,2020,N.S.,Eastern Zone,__Gastroenterology,21,1,1,"161,658"
90293,2020,N.S.,Eastern Zone,__Geriatric medicine,23,1,1,"161,658"
90294,2020,N.S.,Eastern Zone,__Hematology,24,1,2,"161,658"
90295,2020,N.S.,Eastern Zone,__Infectious diseases,25,1,1,"161,658"
90296,2020,N.S.,Eastern Zone,__Medical oncology,26,2,3,"161,658"
90297,2020,N.S.,Eastern Zone,__Nephrology,27,1,2,"161,658"
90298,2020,N.S.,Eastern Zone,_Neurology,33,1,2,"161,658"
90299,2020,N.S.,Eastern Zone,_Pediatrics,36,6,10,"161,658"
90300,2020,N.S.,Eastern Zone,_Physical medicine and rehabilitation,53,1,1,"161,658"
90301,2020,N.S.,Eastern Zone,_Psychiatry,54,11,17,"161,658"
90302,2020,N.S.,Eastern Zone,_Public health and preventive medicine,57,1,2,"161,658"
90303,2020,N.S.,Eastern Zone,_Radiation oncology,58,2,3,"161,658"
90304,2020,N.S.,Eastern Zone,Laboratory specialists,59,2,4,"161,658"
90305,2020,N.S.,Eastern Zone,_Anatomical pathology,60,2,4,"161,658"
90306,2020,N.S.,Eastern Zone,Surgical specialists,67,36,58,"161,658"
90307,2020,N.S.,Eastern Zone,_General surgery,69,11,17,"161,658"
90308,2020,N.S.,Eastern Zone,_Neurosurgery,73,1,1,"161,658"
90309,2020,N.S.,Eastern Zone,_Obstetrics and gynecology,74,8,13,"161,658"
90310,2020,N.S.,Eastern Zone,_Ophthalmology,77,6,9,"161,658"
90311,2020,N.S.,Eastern Zone,_Orthopedic surgery,78,4,7,"161,658"
90312,2020,N.S.,Eastern Zone,_Otolaryngology — Head and neck surgery,79,3,5,"161,658"
90313,2020,N.S.,Eastern Zone,_Plastic surgery,80,1,2,"161,658"
90314,2020,N.S.,Eastern Zone,_Urology,81,1,2,"161,658"
90315,2020,N.S.,Eastern Zone,_Vascular surgery,82,1,2,"161,658"
93391,2020,B.C.,Kootenay–Boundary HSDA,All physicians,1,250,210,"84,108"
90317,2020,N.S.,Central Zone,All specialists,2,199,933,"469,514"
90318,2020,N.S.,Central Zone,Family medicine,3,159,748,"469,514"
90319,2020,N.S.,Central Zone,__General practice,4,50,233,"469,514"
90320,2020,N.S.,Central Zone,__Emergency family medicine,5,11,50,"469,514"
90321,2020,N.S.,Central Zone,__Family medicine,6,99,465,"469,514"
90322,2020,N.S.,Central Zone,Medical specialists,7,151,711,"469,514"
90323,2020,N.S.,Central Zone,Clinical specialists,8,140,659,"469,514"
90324,2020,N.S.,Central Zone,_Anesthesiology,9,22,101,"469,514"
90325,2020,N.S.,Central Zone,_Dermatology,10,3,16,"469,514"
90326,2020,N.S.,Central Zone,_Diagnostic radiology,11,12,54,"469,514"
90327,2020,N.S.,Central Zone,__Pediatric radiology,13,0,1,"469,514"
90328,2020,N.S.,Central Zone,_Emergency medicine,14,5,25,"469,514"
90329,2020,N.S.,Central Zone,_Internal medicine,15,9,42,"469,514"
90330,2020,N.S.,Central Zone,__Cardiology,16,7,32,"469,514"
90331,2020,N.S.,Central Zone,__Clinical immunology and allergy,17,1,3,"469,514"
90332,2020,N.S.,Central Zone,__Critical care medicine,19,2,9,"469,514"
90333,2020,N.S.,Central Zone,__Endocrinology and metabolism,20,1,7,"469,514"
90334,2020,N.S.,Central Zone,__Gastroenterology,21,4,18,"469,514"
90335,2020,N.S.,Central Zone,__Geriatric medicine,23,2,10,"469,514"
90336,2020,N.S.,Central Zone,__Hematology,24,2,11,"469,514"
90337,2020,N.S.,Central Zone,__Infectious diseases,25,1,3,"469,514"
90338,2020,N.S.,Central Zone,__Medical oncology,26,3,13,"469,514"
90339,2020,N.S.,Central Zone,__Nephrology,27,3,12,"469,514"
90340,2020,N.S.,Central Zone,__Respirology,30,1,7,"469,514"
90341,2020,N.S.,Central Zone,__Rheumatology,31,2,8,"469,514"
90342,2020,N.S.,Central Zone,_Medical genetics and genomics,32,1,3,"469,514"
90343,2020,N.S.,Central Zone,_Neurology,33,6,28,"469,514"
90344,2020,N.S.,Central Zone,_Nuclear medicine,35,1,5,"469,514"
90345,2020,N.S.,Central Zone,_Pediatrics,36,15,69,"469,514"
90346,2020,N.S.,Central Zone,__Cardiology — Pediatrics,38,1,3,"469,514"
90347,2020,N.S.,Central Zone,__Clinical immunology and allergy — Pediatrics,40,1,3,"469,514"
90348,2020,N.S.,Central Zone,__Critical care medicine — Pediatrics,42,0,1,"469,514"
90349,2020,N.S.,Central Zone,__Emergency medicine — Pediatrics,44,1,5,"469,514"
90350,2020,N.S.,Central Zone,__Endocrinology and metabolism — Pediatrics,45,1,3,"469,514"
90351,2020,N.S.,Central Zone,__Hematology/oncology — Pediatrics,47,1,4,"469,514"
90352,2020,N.S.,Central Zone,__Infectious diseases — Pediatrics,48,1,6,"469,514"
90353,2020,N.S.,Central Zone,__Neonatal–perinatal medicine,49,0,1,"469,514"
90354,2020,N.S.,Central Zone,__Nephrology — Pediatrics,50,1,3,"469,514"
90355,2020,N.S.,Central Zone,__Respirology — Pediatrics,51,0,1,"469,514"
90356,2020,N.S.,Central Zone,__Rheumatology — Pediatrics,52,1,4,"469,514"
90357,2020,N.S.,Central Zone,_Physical medicine and rehabilitation,53,3,12,"469,514"
90358,2020,N.S.,Central Zone,_Psychiatry,54,25,116,"469,514"
90359,2020,N.S.,Central Zone,_Public health and preventive medicine,57,1,5,"469,514"
90360,2020,N.S.,Central Zone,_Radiation oncology,58,3,15,"469,514"
90361,2020,N.S.,Central Zone,Laboratory specialists,59,11,52,"469,514"
90362,2020,N.S.,Central Zone,_Anatomical pathology,60,6,29,"469,514"
90363,2020,N.S.,Central Zone,_General pathology,61,1,6,"469,514"
90364,2020,N.S.,Central Zone,__Forensic pathology,62,0,1,"469,514"
90365,2020,N.S.,Central Zone,_Hematological pathology,63,2,8,"469,514"
90366,2020,N.S.,Central Zone,_Medical biochemistry,64,1,3,"469,514"
90367,2020,N.S.,Central Zone,_Medical microbiology,65,1,3,"469,514"
90368,2020,N.S.,Central Zone,_Neuropathology,66,0,2,"469,514"
90369,2020,N.S.,Central Zone,Surgical specialists,67,47,222,"469,514"
90370,2020,N.S.,Central Zone,_Cardiac surgery,68,3,16,"469,514"
90371,2020,N.S.,Central Zone,_General surgery,69,6,26,"469,514"
90372,2020,N.S.,Central Zone,__General surgical oncology,71,0,1,"469,514"
90373,2020,N.S.,Central Zone,__Pediatric surgery,72,1,3,"469,514"
90374,2020,N.S.,Central Zone,_Neurosurgery,73,2,10,"469,514"
90375,2020,N.S.,Central Zone,_Obstetrics and gynecology,74,8,39,"469,514"
90376,2020,N.S.,Central Zone,__Gynecological oncology,75,1,3,"469,514"
90377,2020,N.S.,Central Zone,_Ophthalmology,77,7,31,"469,514"
90378,2020,N.S.,Central Zone,_Orthopedic surgery,78,7,35,"469,514"
90379,2020,N.S.,Central Zone,_Otolaryngology — Head and neck surgery,79,5,22,"469,514"
90380,2020,N.S.,Central Zone,_Plastic surgery,80,2,11,"469,514"
90381,2020,N.S.,Central Zone,_Urology,81,4,17,"469,514"
90382,2020,N.S.,Central Zone,_Vascular surgery,82,2,8,"469,514"
93764,2020,B.C.,North Shore/Coast Garibaldi HSDA,All physicians,1,259,790,"304,787"
90384,2020,N.S.,Unknown,All specialists,2,,12,
90385,2020,N.S.,Unknown,Family medicine,3,,5,
90386,2020,N.S.,Unknown,__General practice,4,,2,
90387,2020,N.S.,Unknown,__Family medicine,6,,3,
90388,2020,N.S.,Unknown,Medical specialists,7,,10,
90389,2020,N.S.,Unknown,Clinical specialists,8,,10,
90390,2020,N.S.,Unknown,_Anesthesiology,9,,1,
90391,2020,N.S.,Unknown,_Diagnostic radiology,11,,1,
90392,2020,N.S.,Unknown,_Internal medicine,15,,1,
90393,2020,N.S.,Unknown,__Cardiology,16,,1,
90394,2020,N.S.,Unknown,__Critical care medicine,19,,1,
90395,2020,N.S.,Unknown,__Rheumatology,31,,1,
90396,2020,N.S.,Unknown,_Neurology,33,,1,
90397,2020,N.S.,Unknown,_Pediatrics,36,,1,
90398,2020,N.S.,Unknown,_Physical medicine and rehabilitation,53,,1,
90399,2020,N.S.,Unknown,_Psychiatry,54,,1,
90400,2020,N.S.,Unknown,Surgical specialists,67,,2,
90401,2020,N.S.,Unknown,__General surgical oncology,71,,1,
90402,2020,N.S.,Unknown,_Orthopedic surgery,78,,1,
93910,2020,B.C.,North Vancouver Island HSDA,All physicians,1,275,371,"134,742"
90404,2020,N.B.,N.B.,All specialists,2,112,877,"782,078"
90405,2020,N.B.,N.B.,Family medicine,3,137,"1,072","782,078"
90406,2020,N.B.,N.B.,__General practice,4,52,405,"782,078"
90407,2020,N.B.,N.B.,__Emergency family medicine,5,7,54,"782,078"
90408,2020,N.B.,N.B.,__Family medicine,6,78,613,"782,078"
90409,2020,N.B.,N.B.,Medical specialists,7,79,616,"782,078"
90410,2020,N.B.,N.B.,Clinical specialists,8,71,553,"782,078"
90411,2020,N.B.,N.B.,_Anesthesiology,9,10,82,"782,078"
90412,2020,N.B.,N.B.,_Dermatology,10,2,13,"782,078"
90413,2020,N.B.,N.B.,_Diagnostic radiology,11,8,64,"782,078"
90414,2020,N.B.,N.B.,_Emergency medicine,14,2,15,"782,078"
90415,2020,N.B.,N.B.,_Internal medicine,15,7,53,"782,078"
90416,2020,N.B.,N.B.,__Cardiology,16,4,30,"782,078"
90417,2020,N.B.,N.B.,__Clinical immunology and allergy,17,0,2,"782,078"
90418,2020,N.B.,N.B.,__Critical care medicine,19,1,9,"782,078"
90419,2020,N.B.,N.B.,__Endocrinology and metabolism,20,1,9,"782,078"
90420,2020,N.B.,N.B.,__Gastroenterology,21,2,15,"782,078"
90421,2020,N.B.,N.B.,__Geriatric medicine,23,1,9,"782,078"
90422,2020,N.B.,N.B.,__Hematology,24,1,6,"782,078"
90423,2020,N.B.,N.B.,__Infectious diseases,25,1,4,"782,078"
90424,2020,N.B.,N.B.,__Medical oncology,26,2,16,"782,078"
90425,2020,N.B.,N.B.,__Nephrology,27,2,13,"782,078"
90426,2020,N.B.,N.B.,__Respirology,30,1,11,"782,078"
90427,2020,N.B.,N.B.,__Rheumatology,31,2,14,"782,078"
90428,2020,N.B.,N.B.,_Neurology,33,2,16,"782,078"
90429,2020,N.B.,N.B.,_Nuclear medicine,35,1,6,"782,078"
90430,2020,N.B.,N.B.,_Pediatrics,36,7,51,"782,078"
90431,2020,N.B.,N.B.,__Endocrinology and metabolism — Pediatrics,45,0,1,"782,078"
90432,2020,N.B.,N.B.,_Physical medicine and rehabilitation,53,2,12,"782,078"
90433,2020,N.B.,N.B.,_Psychiatry,54,11,86,"782,078"
90434,2020,N.B.,N.B.,_Public health and preventive medicine,57,1,6,"782,078"
90435,2020,N.B.,N.B.,_Radiation oncology,58,1,10,"782,078"
90436,2020,N.B.,N.B.,Laboratory specialists,59,8,63,"782,078"
90437,2020,N.B.,N.B.,_Anatomical pathology,60,4,35,"782,078"
90438,2020,N.B.,N.B.,_General pathology,61,1,7,"782,078"
90439,2020,N.B.,N.B.,_Hematological pathology,63,1,11,"782,078"
90440,2020,N.B.,N.B.,_Medical biochemistry,64,0,1,"782,078"
90441,2020,N.B.,N.B.,_Medical microbiology,65,1,7,"782,078"
90442,2020,N.B.,N.B.,_Neuropathology,66,0,2,"782,078"
90443,2020,N.B.,N.B.,Surgical specialists,67,33,261,"782,078"
90444,2020,N.B.,N.B.,_Cardiac surgery,68,1,9,"782,078"
90445,2020,N.B.,N.B.,_General surgery,69,7,51,"782,078"
90446,2020,N.B.,N.B.,__General surgical oncology,71,0,1,"782,078"
90447,2020,N.B.,N.B.,_Neurosurgery,73,2,12,"782,078"
90448,2020,N.B.,N.B.,_Obstetrics and gynecology,74,7,56,"782,078"
90449,2020,N.B.,N.B.,__Gynecological oncology,75,0,1,"782,078"
90450,2020,N.B.,N.B.,_Ophthalmology,77,4,30,"782,078"
90451,2020,N.B.,N.B.,_Orthopedic surgery,78,5,43,"782,078"
90452,2020,N.B.,N.B.,_Otolaryngology — Head and neck surgery,79,2,15,"782,078"
90453,2020,N.B.,N.B.,_Plastic surgery,80,2,16,"782,078"
90454,2020,N.B.,N.B.,_Urology,81,3,22,"782,078"
90455,2020,N.B.,N.B.,_Vascular surgery,82,1,5,"782,078"
94005,2020,B.C.,Northeast HSDA,All physicians,1,121,87,"71,789"
90457,2020,N.B.,Zone 1 (Moncton Area),All specialists,2,131,297,"226,082"
90458,2020,N.B.,Zone 1 (Moncton Area),Family medicine,3,144,325,"226,082"
90459,2020,N.B.,Zone 1 (Moncton Area),__General practice,4,38,86,"226,082"
90460,2020,N.B.,Zone 1 (Moncton Area),__Emergency family medicine,5,8,18,"226,082"
90461,2020,N.B.,Zone 1 (Moncton Area),__Family medicine,6,98,221,"226,082"
90462,2020,N.B.,Zone 1 (Moncton Area),Medical specialists,7,94,213,"226,082"
90463,2020,N.B.,Zone 1 (Moncton Area),Clinical specialists,8,82,186,"226,082"
90464,2020,N.B.,Zone 1 (Moncton Area),_Anesthesiology,9,12,26,"226,082"
90465,2020,N.B.,Zone 1 (Moncton Area),_Dermatology,10,3,6,"226,082"
90466,2020,N.B.,Zone 1 (Moncton Area),_Diagnostic radiology,11,9,20,"226,082"
